"1","3","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"2","4","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"2","3","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"2","4","1","1","Iris-setosa"
"2","4","1","1","Iris-setosa"
"2","4","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"2","3","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"2","3","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"2","3","1","1","Iris-setosa"
"2","3","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"2","3","1","1","Iris-setosa"
"2","4","1","1","Iris-setosa"
"2","4","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"2","3","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","1","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"1","2","1","1","Iris-setosa"
"2","3","1","1","Iris-setosa"
"1","3","1","1","Iris-setosa"
"4","2","3","3","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"2","1","3","3","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"2","2","3","3","Iris-versicolor"
"3","3","3","3","Iris-versicolor"
"1","1","2","2","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"2","2","2","3","Iris-versicolor"
"1","1","2","2","Iris-versicolor"
"2","2","3","3","Iris-versicolor"
"2","1","3","2","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"2","2","2","3","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"2","2","3","3","Iris-versicolor"
"2","2","3","2","Iris-versicolor"
"3","1","3","3","Iris-versicolor"
"2","1","2","2","Iris-versicolor"
"2","2","3","3","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"3","1","3","3","Iris-versicolor"
"3","2","3","2","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"2","2","3","3","Iris-versicolor"
"2","2","2","2","Iris-versicolor"
"2","1","2","2","Iris-versicolor"
"2","1","2","2","Iris-versicolor"
"2","2","2","2","Iris-versicolor"
"2","2","3","3","Iris-versicolor"
"2","2","3","3","Iris-versicolor"
"2","3","3","3","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"3","1","3","3","Iris-versicolor"
"2","2","3","3","Iris-versicolor"
"2","1","3","3","Iris-versicolor"
"2","2","3","2","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"2","2","3","2","Iris-versicolor"
"1","1","2","2","Iris-versicolor"
"2","2","3","3","Iris-versicolor"
"2","2","3","2","Iris-versicolor"
"2","2","3","3","Iris-versicolor"
"3","2","3","3","Iris-versicolor"
"1","1","2","2","Iris-versicolor"
"2","2","3","3","Iris-versicolor"
"3","3","4","4","Iris-virginica"
"2","2","3","4","Iris-virginica"
"4","2","4","4","Iris-virginica"
"3","2","4","3","Iris-virginica"
"3","2","4","4","Iris-virginica"
"4","2","4","4","Iris-virginica"
"1","1","3","3","Iris-virginica"
"4","2","4","3","Iris-virginica"
"3","1","4","3","Iris-virginica"
"4","3","4","4","Iris-virginica"
"3","2","3","4","Iris-virginica"
"3","2","3","4","Iris-virginica"
"3","2","4","4","Iris-virginica"
"2","1","3","4","Iris-virginica"
"2","2","3","4","Iris-virginica"
"3","2","3","4","Iris-virginica"
"3","2","4","3","Iris-virginica"
"4","3","4","4","Iris-virginica"
"4","2","4","4","Iris-virginica"
"2","1","3","3","Iris-virginica"
"3","2","4","4","Iris-virginica"
"2","2","3","4","Iris-virginica"
"4","2","4","4","Iris-virginica"
"3","2","3","3","Iris-virginica"
"3","3","4","4","Iris-virginica"
"4","2","4","3","Iris-virginica"
"3","2","3","3","Iris-virginica"
"3","2","3","3","Iris-virginica"
"3","2","4","4","Iris-virginica"
"4","2","4","3","Iris-virginica"
"4","2","4","4","Iris-virginica"
"4","3","4","4","Iris-virginica"
"3","2","4","4","Iris-virginica"
"3","2","3","3","Iris-virginica"
"3","2","4","3","Iris-virginica"
"4","2","4","4","Iris-virginica"
"3","3","4","4","Iris-virginica"
"3","2","4","3","Iris-virginica"
"2","2","3","3","Iris-virginica"
"3","2","3","4","Iris-virginica"
"3","2","4","4","Iris-virginica"
"3","2","3","4","Iris-virginica"
"2","2","3","4","Iris-virginica"
"3","2","4","4","Iris-virginica"
"3","3","4","4","Iris-virginica"
"3","2","3","4","Iris-virginica"
"3","1","3","4","Iris-virginica"
"3","2","3","4","Iris-virginica"
"3","3","3","4","Iris-virginica"
"2","2","3","3","Iris-virginica"
